"Name","Path","State","Enabled","Trigger","LastRunTime","NextRunTime","LastResult","Author","Description","Execute","Arguments"
"WinSAT","\Microsoft\Windows\Maintenance\","Ready","True","-","27-06-2026 12:13:59",,"0","Microsoft","Measures a system's performance and capabilities",,
"DetectHardwareChange","\Microsoft\Windows\Management\Autopilot\","Disabled","False",", ","30-11-1999 00:00:00",,"267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","$(@%SystemRoot%\system32\Autopilot.dll,-602)",,
"RemediateHardwareChange","\Microsoft\Windows\Management\Autopilot\","Disabled","False","Boot","30-11-1999 00:00:00",,"267011","$(@%SystemRoot%\system32\Autopilot.dll,-600)","$(@%SystemRoot%\system32\Autopilot.dll,-603)",,
"Cellular","\Microsoft\Windows\Management\Provisioning\","Ready","True","","30-11-1999 00:00:00",,"267011",,,"%windir%\system32\ProvTool.exe","/turn 7 /source CellStateChangeTask"
"Logon","\Microsoft\Windows\Management\Provisioning\","Ready","True","Logon","21-06-2026 19:35:57",,"0",,,"%windir%\system32\ProvTool.exe","/turn 5 /source LogonIdleTask"
"MdmDiagnosticsCleanup","\Microsoft\Windows\Management\Provisioning\","Disabled","False","Boot","27-08-2025 07:03:09",,"0",,,"%windir%\system32\MdmDiagnosticsTool.exe","/clean"
"Retry","\Microsoft\Windows\Management\Provisioning\","Disabled","False","Boot","30-11-1999 00:00:00",,"267011",,,"%windir%\system32\ProvTool.exe","/turn 5 /source ProvRetryTask"
"RunOnReboot","\Microsoft\Windows\Management\Provisioning\","Disabled","False","Boot","30-11-1999 00:00:00",,"267011",,,"%windir%\system32\ProvTool.exe","/turn 5 /source ContinueSessionTask"
"MapsToastTask","\Microsoft\Windows\Maps\","Ready","True","-","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task shows various Map related toasts",,
"MapsUpdateTask","\Microsoft\Windows\Maps\","Disabled","False","Time","30-11-1999 00:00:00","28-06-2026 01:23:28","267011","Microsoft Corporation","This task checks for updates to maps which you have downloaded for offline use. Disabling this task will prevent Windows from notifying you of updated maps.",,
"AutomaticOfflineMemoryDiagnostic","\Microsoft\Windows\MemoryDiagnostic\","Ready","True","Logon","21-06-2026 19:17:54",,"2147746065","Microsoft Corporation","Schedules an offline memory diagnostic in response to system events.",,
"ProcessMemoryDiagnosticEvents","\Microsoft\Windows\MemoryDiagnostic\","Ready","True","Event, Event, Event, Event","27-06-2026 18:15:22",,"2147946720","Microsoft Corporation","Schedules a memory diagnostic in response to system events.",,
"RunFullMemoryDiagnostic","\Microsoft\Windows\MemoryDiagnostic\","Disabled","False","-","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Detects and mitigates problems in physical memory (RAM).",,
"LPRemove","\Microsoft\Windows\MUI\","Ready","True","-","27-06-2026 11:53:04",,"0","Microsoft Corporation","Launch language cleanup tool","%windir%\system32\lpremove.exe",
"SystemSoundsService","\Microsoft\Windows\Multimedia\","Running","True","Logon","21-06-2026 19:05:41",,"267009",,"System Sounds User Mode Agent",,
"NcsiIdentifyUserProxies","\Microsoft\Windows\Network Connectivity Status Indicator\","Ready","True","Logon, SessionStateChange, SessionStateChange","21-06-2026 19:05:41",,"0",,,,
"WiFiTask","\Microsoft\Windows\NlaSvc\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Background task for performing per user and web interactions","%SystemRoot%\System32\WiFiTask.exe","nla"
"PCR Prediction Framework Firmware Update Task","\Microsoft\Windows\PCRPF\","Ready","True","","30-11-1999 00:00:00",,"267011",,,"%windir%\system32\rundll32.exe","%windir%\system32\pcrpf.dll,NotifyFirmwareUpdateStaged"
"RequestTrace","\Microsoft\Windows\PerformanceTrace\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Handles Win+Shift+Control+T hotkey to take a Shell performance trace",,
"ShowFeedbackToast","\Microsoft\Windows\PerformanceTrace\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Performance Feedback (MS Internal)",,
"WhesvcToast","\Microsoft\Windows\PerformanceTrace\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Handles displaying UX when hotkey trace is taken",,
"Secure-Boot-Update","\Microsoft\Windows\PI\","Ready","True","Boot","27-06-2026 19:22:55",,"0","Microsoft Corporation","This task updates the Secure Boot variables.",,
"Sqm-Tasks","\Microsoft\Windows\PI\","Ready","True","-","14-06-2026 19:44:47",,"0","Microsoft Corporation","This task gathers information about the Trusted Platform Module (TPM), Secure Boot, and Measured Boot.",,
"Device Install Group Policy","\Microsoft\Windows\Plug and Play\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Device Installation Group Policy Change Handler",,
"Device Install Reboot Required","\Microsoft\Windows\Plug and Play\","Ready","True",", Logon","21-06-2026 19:05:41",,"0","Microsoft Corporation","Notifies the user that Windows needs to be restarted to finish setting up a device.",,
"Sysprep Generalize Drivers","\Microsoft\Windows\Plug and Play\","Ready","True","-","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Generalize driver state in order to prepare the system to be bootable on any hardware configuration.","%SystemRoot%\System32\drvinst.exe","6"
"Pluton-Ksp-Provisioning","\Microsoft\Windows\Pluton\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","PlutonTasks Task Handler",,
"AnalyzeSystem","\Microsoft\Windows\Power Efficiency Diagnostics\","Ready","True","-","27-06-2026 12:23:38",,"0","Microsoft Corporation","This task analyzes the system looking for conditions that may cause high energy use.",,
"EduPrintProv","\Microsoft\Windows\Printing\","Ready","True","","30-11-1999 00:00:00",,"267011",,,"%windir%\system32\eduprintprov.exe",
"PrinterCleanupTask","\Microsoft\Windows\Printing\","Ready","True","Daily","29-05-2026 12:00:01","28-06-2026 12:00:00","0",,,,
"PrintJobCleanupTask","\Microsoft\Windows\Printing\","Disabled","False","Daily","01-10-2025 12:05:02","03-07-2026 12:00:00","0",,,,
"LoginCheck","\Microsoft\Windows\PushToInstall\","Ready","True","Logon","21-06-2026 21:17:55",,"0",,,"%windir%\system32\sc.exe","start pushtoinstall login"
"Registration","\Microsoft\Windows\PushToInstall\","Ready","True","Time, ","27-06-2026 11:32:11","28-06-2026 11:32:12","0",,,"%windir%\system32\sc.exe","start pushtoinstall registration"
"MobilityManager","\Microsoft\Windows\Ras\","Ready","True","Event","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.",,
"VerifyWinRE","\Microsoft\Windows\RecoveryEnvironment\","Disabled","False","-","26-08-2025 18:59:58",,"0","Microsoft Corporation","Validates the Windows Recovery Environment.",,
"Initialization","\Microsoft\Windows\ReFsDedupSvc\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Initializes the REFS Dedup Service when the first dedup enabled volume is detected on the system. Do not remove or modify this task.",,
"RegIdleBackup","\Microsoft\Windows\Registry\","Ready","True","-","27-06-2026 11:53:01",,"0","Microsoft Corporation","Registry Idle Backup Task",,
"RemoteAssistanceTask","\Microsoft\Windows\RemoteAssistance\","Ready","True","Event, Registration","30-11-1999 00:00:00",,"267011","Microsoft","Checks group policy for changes relevant to Remote Assistance","%windir%\system32\RAServer.exe","/offerraupdate"
"OOBEFodSetup","\Microsoft\Windows\Servicing\","Disabled","False","","27-08-2025 07:05:48",,"0",,,"%windir%\system32\OOBEFodSetup.exe",
"StartComponentCleanup","\Microsoft\Windows\Servicing\","Ready","True","-","27-06-2026 11:53:01",,"0",,,,
"PITRTask","\Microsoft\Windows\Setup\","Ready","True","Boot","21-06-2026 20:05:58",,"2147942450",,"Creates Point-In-Time-Restore snapshots.",,
"SetupRecoveryDataTask","\Microsoft\Windows\Setup\","Ready","True","Daily","25-06-2026 20:08:53","09-07-2026 08:51:15","0",,"Windows Setup and Recovery resiliency data task.",,
"Account Cleanup","\Microsoft\Windows\SharedPC\","Disabled","False","-","30-11-1999 00:00:00",,"267011",,,,
"CreateObjectTask","\Microsoft\Windows\Shell\","Ready","True","-","22-06-2026 01:05:09",,"2147946720","Microsoft Corporation","Provides support for shell components that access system data",,
"FamilySafetyMonitor","\Microsoft\Windows\Shell\","Ready","True","-","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Initializes Family Safety monitoring and enforcement.","%windir%\System32\wpcmon.exe",
"FamilySafetyRefreshTask","\Microsoft\Windows\Shell\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Synchronizes the latest settings with the Microsoft family features service.",,
"IndexerAutomaticMaintenance","\Microsoft\Windows\Shell\","Ready","True","-","27-06-2026 11:53:01",,"0","Microsoft Corporation","Keeps the search index up to date",,
"ThemeAssetTask_SyncFODState","\Microsoft\Windows\Shell\","Disabled","False","Idle","30-11-1999 00:00:00",,"267011",,,,
"ThemesSyncedImageDownload","\Microsoft\Windows\Shell\","Ready","True","-","27-06-2026 11:53:01",,"2147942583","Microsoft Corporation","Downloads a backup of your synced theme images",,
"UpdateUserPictureTask","\Microsoft\Windows\Shell\","Ready","True","","30-11-1999 00:00:00",,"267011",,,,
"UpdateUserPictureTaskContained","\Microsoft\Windows\Shell\","Ready","True","","30-11-1999 00:00:00",,"267011",,,,
"SvcRestartTask","\Microsoft\Windows\SoftwareProtectionPlatform\","Ready","True","Daily","30-11-1999 00:00:00","27-07-2026 11:53:26","267011","Microsoft Corporation","This task restarts the Software Protection Platform service at the specified time",,
"SvcRestartTaskLogon","\Microsoft\Windows\SoftwareProtectionPlatform\","Ready","True","Logon","21-06-2026 19:05:41",,"0","Microsoft Corporation","This task restarts the Software Protection Platform service when user logon occurs",,
"SvcRestartTaskNetwork","\Microsoft\Windows\SoftwareProtectionPlatform\","Ready","True","Event","27-06-2026 11:54:11",,"0","Microsoft Corporation","This task restarts the Software Protection Platform service when a new network is detected",,
"SpaceAgentTask","\Microsoft\Windows\SpacePort\","Ready","True","Boot, ","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Storage Spaces Settings","%windir%\system32\SpaceAgent.exe",
"SpaceManagerTask","\Microsoft\Windows\SpacePort\","Ready","True","Boot, ","30-11-1999 00:00:00",,"267011","$(@%SystemRoot%\system32\spaceman.exe,-2)","$(@%SystemRoot%\system32\spaceman.exe,-3)","%windir%\system32\spaceman.exe","/Work"
"SpeechModelDownloadTask","\Microsoft\Windows\Speech\","Ready","True","Time","27-06-2026 11:53:00","28-06-2026 00:30:36","0",,,"%windir%\system32\speech_onecore\common\SpeechModelDownload.exe",
"MaintenanceTasks","\Microsoft\Windows\StateRepository\","Ready","True","-","27-06-2026 11:53:02",,"0","$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-600)","$(@%SystemRoot%\system32\Windows.StateRepositoryClient.dll,-602)","%windir%\system32\rundll32.exe","%windir%\system32\Windows.StateRepositoryClient.dll,StateRepositoryDoMaintenanceTasks"
"Storage Tiers Management Initialization","\Microsoft\Windows\Storage Tiers Management\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task.",,
"Storage Tiers Optimization","\Microsoft\Windows\Storage Tiers Management\","Disabled","False","Time","30-11-1999 00:00:00","27-06-2026 21:00:00","267011","Microsoft Corporation","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.","%windir%\system32\defrag.exe","-c -h -g -# -m 8 -i 13500"
"EnableLicenseAcquisition","\Microsoft\Windows\Subscription\","Ready","True","Event, Event, ","21-06-2026 19:17:55",,"0","Microsoft Corporation","Enable susbscription license acquisition","%SystemRoot%\system32\ClipRenew.exe","-e"
"LicenseAcquisition","\Microsoft\Windows\Subscription\","Disabled","False","Daily, Registration, ","30-11-1999 00:00:00","28-06-2026 09:56:56","267011","Microsoft Corporation","Susbscription license acquisition","%SystemRoot%\system32\ClipRenew.exe",
"PowerGridForecastTask","\Microsoft\Windows\Sustainability\","Ready","True",", Daily","27-06-2026 12:05:25","28-06-2026 12:11:42","0","Microsoft Corporation","PowerGridForecastTask has a COM Task Handler",,
"SustainabilityTelemetry","\Microsoft\Windows\Sustainability\","Ready","True","-","27-06-2026 11:53:01",,"0","Microsoft Corporation","Telemetry events for Sustainability",,
"HybridDriveCachePrepopulate","\Microsoft\Windows\Sysmain\","Disabled","False","-","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Hybrid Drive cache prepopulation task",,
"HybridDriveCacheRebalance","\Microsoft\Windows\Sysmain\","Disabled","False","-","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Hybrid Drive cache rebalance maintenance task",,
"ResPriStaticDbSync","\Microsoft\Windows\Sysmain\","Ready","True","-","27-06-2026 12:13:58",,"0","Microsoft Corporation","Reserved Priority static db sync maintenance task",,
"WsSwapAssessmentTask","\Microsoft\Windows\Sysmain\","Ready","True","-","23-06-2026 21:46:50",,"0","Microsoft Corporation","Working set swap assessment maintenance task","%windir%\system32\rundll32.exe","sysmain.dll,PfSvWsSwapAssessmentTask"
"SR","\Microsoft\Windows\SystemRestore\","Ready","True","-","27-06-2026 12:22:17",,"0","Microsoft Corporation","This task creates regular system protection points.","%windir%\system32\srtasks.exe","ExecuteScheduledSPPCreation"
"Interactive","\Microsoft\Windows\Task Manager\","Ready","True","-","06-10-2025 11:37:35",,"0","Microsoft Corporation","Runs a task as the interactive user.",,
"MsCtfMonitor","\Microsoft\Windows\TextServicesFramework\","Ready","True","Logon","21-06-2026 19:05:41",,"0",,"TextServicesFramework monitor task",,
"ForceSynchronizeTime","\Microsoft\Windows\Time Synchronization\","Ready","True",", ","21-06-2026 19:17:55",,"0","Microsoft Corporation","This task performs time synchronization.",,
"SynchronizeTime","\Microsoft\Windows\Time Synchronization\","Ready","True","","27-06-2026 11:53:01",,"0","Microsoft Corporation","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","%windir%\system32\sc.exe","start w32time task_started"
"SynchronizeTimeZone","\Microsoft\Windows\Time Zone\","Ready","True","-","24-06-2026 23:50:39",,"0","Microsoft Corporation","Updates timezone information. If this task is stopped, local time may not be accurate for some time zones.","%windir%\system32\tzsync.exe",
"Tpm-HASCertRetr","\Microsoft\Windows\TPM\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task requests a Health Attestation Certificate.",,
"Tpm-Maintenance","\Microsoft\Windows\TPM\","Ready","True",", , , ","21-06-2026 19:17:55",,"0","Microsoft Corporation","This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.",,
"Tpm-PreAttestationHealthCheck","\Microsoft\Windows\TPM\","Ready","True","","27-06-2026 11:32:07",,"0","Microsoft Corporation","This task supports the Trusted Platform Module (TPM) by performing background actions on behalf of the OS.",,
"Report policies","\Microsoft\Windows\UpdateOrchestrator\","Ready","True",", ","23-06-2026 21:46:52",,"0","Microsoft Corporation",,"%systemroot%\system32\usoclient.exe","ReportPolicies"
"Schedule Maintenance Work","\Microsoft\Windows\UpdateOrchestrator\","Disabled","False","-","30-11-1999 00:00:00",,"267011",,,"%systemroot%\system32\usoclient.exe","StartMaintenanceWork"
"Schedule Scan","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","Time","27-06-2026 19:13:15","28-06-2026 00:18:04","0",,,"%systemroot%\system32\usoclient.exe","StartScan"
"Schedule Scan Static Task","\Microsoft\Windows\UpdateOrchestrator\","Ready","True",", , , , Event","21-06-2026 21:11:21",,"0","Microsoft Corporation","This task performs a scheduled Windows Update scan.","%systemroot%\system32\usoclient.exe","StartScan"
"Schedule Wake To Work","\Microsoft\Windows\UpdateOrchestrator\","Disabled","False","Time","07-04-2026 13:19:10",,"0",,,"%systemroot%\system32\usoclient.exe","StartWork"
"Schedule Work","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","Time","27-06-2026 11:47:59","28-06-2026 05:02:00","0",,,"%systemroot%\system32\usoclient.exe","StartWork"
"Start Oobe Expedite Work","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","","21-06-2026 19:30:55",,"0","Microsoft Corporation","This task performs a scheduled Windows Update scan.","%systemroot%\system32\usoclient.exe","StartWork"
"StartOobeAppsScan_LicenseAccepted","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task performs a scheduled Windows Update scan.","%systemroot%\system32\usoclient.exe","StartOobeAppsScan"
"StartOobeAppsScanAfterUpdate","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task performs a scheduled Windows Update scan.","%systemroot%\system32\usoclient.exe","StartOobeAppsScanAfterUpdate"
"UIEOrchestrator","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","Daily","27-06-2026 11:38:06","28-06-2026 17:04:20","0","Microsoft Corporation","This task sends heartbeat information for Windows Update feature data","%systemroot%\system32\UIEOrchestratorStub.exe","/SendHeartbeat"
"USO_UxBroker","\Microsoft\Windows\UpdateOrchestrator\","Ready","True",", Daily","27-06-2026 11:51:53","28-06-2026 13:06:53","2147942402","Microsoft Corporation","This task triggers a system reboot following update installation.","%systemroot%\system32\MusNotification.exe",
"UUS Failover Task","\Microsoft\Windows\UpdateOrchestrator\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation",,"%windir%\System32\MLEngineStub.exe","HandleUusFailoverEvaluationSignalFromWnf"
"UPnPHostConfig","\Microsoft\Windows\UPnP\","Ready","True","-","30-11-1999 00:00:00",,"267011","Microsoft","Set UPnPHost service to Auto-Start","sc.exe","config upnphost start= auto"
"UsageAndQualityInsights-MaintenanceTask","\Microsoft\Windows\UsageAndQualityInsights\","Ready","True","Daily","27-06-2026 18:21:00","28-06-2026 00:15:07","0",,,"%SystemRoot%\System32\Microsoft.Data.UsageAndQualityInsights.MaintenanceTask.exe",
"Usb-Notifications","\Microsoft\Windows\USB\","Ready","True",", , , ","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Usb Error Notification Task",,
"HiveUploadTask","\Microsoft\Windows\User Profile Service\","Disabled","False","Time","30-11-1999 00:00:00","28-06-2026 00:23:51","267011","Microsoft Corporation","This task will automatically upload a roaming user profile's registry hive to its network location.",,
"PerformRemediation","\Microsoft\Windows\WaaSMedic\","Ready","True","Time","21-06-2026 09:12:33","28-06-2026 05:15:01","0","$(@%systemroot%\system32\WaasMedicSvcImpl.dll,-102)","$(@%systemroot%\system32\WaasMedicSvcImpl.dll,-104)",,
"WiFiTask","\Microsoft\Windows\WCM\","Ready","True","","15-02-2026 23:30:04",,"0","Microsoft Corporation","Background task for performing per user and web interactions","%SystemRoot%\System32\WiFiTask.exe",
"ResolutionHost","\Microsoft\Windows\WDI\","Ready","True","-","13-06-2026 12:40:04",,"1073807364","Microsoft Corporation","The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running, the task will not run",,
"QueueReporting","\Microsoft\Windows\Windows Error Reporting\","Ready","True","Boot, , , , Time","27-06-2026 18:20:32","27-06-2026 22:05:57","0","Microsoft Corporation","Windows Error Reporting task to process queued reports.","%windir%\system32\wermgr.exe","-upload"
"BfeOnServiceStartTypeChange","\Microsoft\Windows\Windows Filtering Platform\","Ready","True","Event","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.","%windir%\system32\rundll32.exe","bfe.dll,BfeOnServiceStartTypeChange"
"UpdateLibrary","\Microsoft\Windows\Windows Media Sharing\","Ready","True","Event","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task updates the cached list of folders and the security permissions on any new files in a user’s shared media library.","""%ProgramFiles%\Windows Media Player\wmpnscfg.exe""",
"ModelCachingIdle","\Microsoft\Windows\WindowsAI\ClickToDo\","Disabled","False","Idle","15-05-2026 20:44:05",,"0",,,,
"ModelCachingLimit","\Microsoft\Windows\WindowsAI\ClickToDo\","Ready","True","Registration","30-11-1999 00:00:00",,"267011",,,,
"ModelCachingUpdate","\Microsoft\Windows\WindowsAI\ClickToDo\","Ready","True","","27-06-2026 11:53:26",,"0",,,,
"InitialConfiguration","\Microsoft\Windows\WindowsAI\Recall\","Disabled","False","Boot, Registration","06-05-2026 05:10:13",,"0",,,,
"PolicyConfiguration","\Microsoft\Windows\WindowsAI\Recall\","Ready","True",", , , , SessionStateChange","27-06-2026 15:48:18",,"0",,,,
"InitialConfiguration","\Microsoft\Windows\WindowsAI\Settings\","Ready","True","Registration, Boot","21-06-2026 19:22:55",,"0",,,,
"Calibration Loader","\Microsoft\Windows\WindowsColorSystem\","Ready","True","Logon, SessionStateChange","21-06-2026 19:05:41",,"0","Microsoft Corporation","This task applies color calibration settings.",,
"Refresh Group Policy Cache","\Microsoft\Windows\WindowsUpdate\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation.","This task is used to refresh group policy cache in Windows Update",,
"Scheduled Start","\Microsoft\Windows\WindowsUpdate\","Ready","True","Time, SessionStateChange, SessionStateChange, ","30-11-1999 00:00:00",,"267011","Microsoft Corporation.","This task is used to start the Windows Update service when needed to perform scheduled operations such as scans.","%systemroot%\System32\sc.exe","start wuauserv"
"CacheTask","\Microsoft\Windows\Wininet\","Running","True","Logon","21-06-2026 19:05:41",,"267009","Microsoft","Wininet Cache Task",,
"CDSSync","\Microsoft\Windows\WlanSvc\","Ready","True","","23-06-2026 21:30:59",,"0",,,,
"MoProfileManagement","\Microsoft\Windows\WlanSvc\","Ready","True",", ","30-11-1999 00:00:00",,"267011",,,,
"WIM-Hash-Management","\Microsoft\Windows\WOF\","Ready","True",", ","30-11-1999 00:00:00",,"267011","Microsoft Corporation","This task supports the WIM Boot by performing background actions on behalf of the OS.",,
"WIM-Hash-Validation","\Microsoft\Windows\WOF\","Disabled","False","-","26-08-2025 18:59:58",,"0","Microsoft Corporation","This task supports the WIM Boot by performing background actions on behalf of the OS.",,
"Work Folders Logon Synchronization","\Microsoft\Windows\Work Folders\","Ready","True","Logon","21-06-2026 19:10:41",,"0","Microsoft Corporation","This task initiates synchronization of Work Folders partnerships when a user logs onto the system.",,
"Work Folders Maintenance Work","\Microsoft\Windows\Work Folders\","Ready","True","Logon","27-06-2026 11:53:02",,"0","Microsoft Corporation","This task initiates maintenance work required for on-going good performance of data synchronization of Work Folders partnerships.",,
"Automatic-Device-Join","\Microsoft\Windows\Workplace Join\","Disabled","False","Logon, Event","30-11-1999 00:00:00",,"267011",,"Register this computer if the computer is already joined to an Active Directory domain.","%SystemRoot%\System32\dsregcmd.exe","$(Arg0) $(Arg1) $(Arg2)"
"Device-Sync","\Microsoft\Windows\Workplace Join\","Disabled","False","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Sync device attributes to Microsoft Entra ID.",,
"Recovery-Check","\Microsoft\Windows\Workplace Join\","Disabled","False","Logon, SessionStateChange","30-11-1999 00:00:00",,"267011",,"Performs recovery check.","%SystemRoot%\System32\dsregcmd.exe","/checkrecovery"
"NotificationTask","\Microsoft\Windows\WwanSvc\","Ready","True","","30-11-1999 00:00:00",,"267011","Microsoft Corporation","Background task for performing per user and web interactions","%SystemRoot%\System32\WiFiTask.exe","wwan"
"OobeDiscovery","\Microsoft\Windows\WwanSvc\","Ready","True",", , ","21-06-2026 19:17:55",,"0",,,,
"XblGameSaveTask","\Microsoft\XblGameSave\","Ready","True","Idle","30-11-1999 00:00:00",,"267011","Microsoft","XblGameSave Standby Task","%windir%\System32\XblGameSaveTask.exe","standby"
"SoftLandingCreativeManagementTask","\SoftLanding\S-1-5-21-319741689-1644082191-58241917-1001\","Ready","True",", Time, Time","27-06-2026 11:38:09","28-06-2026 05:39:12","0",,,,
"SoftLandingDeferralTask-{18973264-32db-44e0-908a-3b1eefa4f193}","\SoftLanding\S-1-5-21-319741689-1644082191-58241917-1001\","Ready","True","Time","27-06-2026 19:38:01","27-06-2026 19:53:00","0",,,,
"SoftLandingTriggerTask-128000000001615609-render-{bbd6d576-f2bc-4ccc-8c1b-747505aaf413}","\SoftLanding\S-1-5-21-319741689-1644082191-58241917-1001\","Disabled","False","Time","27-06-2026 11:38:09","27-06-2026 19:44:09","0",,,,
"SoftLandingCreativeManagementTask","\SoftLanding\S-1-5-21-319741689-1644082191-58241917-1003\","Ready","True",", Time, Time","30-11-1999 00:00:00","28-06-2026 05:51:13","267011",,,,
